Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,3475.476
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,NA,Tier 2,Supermarket Type1,2527.3768
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328
FDS04,10.195,Regular,0.147492524,Frozen Foods,141.5838,OUT017,2007,NA,Tier 2,Supermarket Type1,1685.8056
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.3084
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,2002,NA,Tier 2,Supermarket Type1,656.4788
FDA40,16,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.3136
FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,2007,NA,Tier 2,Supermarket Type1,2614.5966
FDZ28,20,Regular,0.051783761,Frozen Foods,125.8678,OUT017,2007,NA,Tier 2,Supermarket Type1,3433.5306
FDC41,NA,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.711
FDJ53,NA,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.196
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888
FDF41,NA,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,7883.072
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,2002,NA,Tier 2,Supermarket Type1,976.7286
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952
FDQ52,17,Low Fat,0.120060274,Frozen Foods,246.5434,OUT017,2007,NA,Tier 2,Supermarket Type1,4470.1812
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.9852
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.751,OUT010,1998,NA,Tier 3,Grocery Store,126.502
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.2176
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,2007,NA,Tier 2,Supermarket Type1,1341.587
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608
FDR40,NA,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,6024.1584
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1458.102
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,OUT013,1987,High,Tier 3,Supermarket Type1,689.7688
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.246,OUT046,1997,Small,Tier 1,Supermarket Type1,3202.498
FDG52,NA,Low Fat,0.065313024,Frozen Foods,47.1402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1516.0266
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,OUT017,2007,NA,Tier 2,Supermarket Type1,5834.4054
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,4502.1396
FDR52,NA,Regular,0.075676339,Frozen Foods,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,8789.8916
FDP52,18.7,reg,0.070691729,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,5742.525
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898
FDA52,NA,Regular,0.127800388,Frozen Foods,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,4587.362
FDW52,14,Regular,0.037580877,Frozen Foods,162.6526,OUT049,1999,Medium,Tier 1,Supermarket Type1,4275.7676
FDE16,8.895,Low Fat,0.026492726,Frozen Foods,208.4954,OUT017,2007,NA,Tier 2,Supermarket Type1,6251.862
FDE53,10.895,Low Fat,0.026934673,Frozen Foods,106.128,OUT045,2002,NA,Tier 2,Supermarket Type1,319.584
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.984
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016
FDX52,NA,Regular,0.073541072,Frozen Foods,192.282,OUT019,1985,Small,Tier 1,Grocery Store,386.164
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.1698,OUT046,1997,Small,Tier 1,Supermarket Type1,2283.0282
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959
FDM04,9.195,Regular,0.047081398000000003,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2452,OUT010,1998,NA,Tier 3,Grocery Store,195.7452
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832
FDQ40,NA,Regular,0.035853059,Frozen Foods,176.8712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
FDK28,NA,Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.6398
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016
FDW40,14,Regular,0.105125569,Frozen Foods,143.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,OUT045,2002,NA,Tier 2,Supermarket Type1,3861.64
FDY16,NA,Regular,0.091780142,Frozen Foods,182.5266,OUT027,1985,Medium,Tier 3,Supermarket Type3,6454.931
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,2002,NA,Tier 2,Supermarket Type1,886.8456
FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396
FDX04,NA,Regular,0.041370245,Frozen Foods,46.2376,OUT027,1985,Medium,Tier 3,Supermarket Type3,814.9392
FDT28,13.3,Low Fat,0.063925726,Frozen Foods,151.8708,OUT017,2007,NA,Tier 2,Supermarket Type1,1655.1788
FDU52,NA,Low Fat,0.111654545,Frozen Foods,157.063,OUT019,1985,Small,Tier 1,Grocery Store,312.926
FDT16,9.895,Regular,0.048738014,Frozen Foods,262.1278,OUT049,1999,Medium,Tier 1,Supermarket Type1,3904.917
FDK52,18.25,LF,0.079342006,Frozen Foods,226.0062,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496
FDI41,18.5,Regular,0.062245149,Frozen Foods,145.8418,OUT035,2004,Small,Tier 2,Supermarket Type1,5591.3884
FDW16,17.35,Regular,0.041439718,Frozen Foods,93.7804,OUT013,1987,High,Tier 3,Supermarket Type1,2848.2924
FDM04,9.195,Regular,0.047387144,Frozen Foods,50.8666,OUT017,2007,NA,Tier 2,Supermarket Type1,871.5322
FDT52,9.695,Regular,0.047622786,Frozen Foods,246.2144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675.216
FDR28,13.85,Regular,0.025891588,Frozen Foods,165.121,OUT035,2004,Small,Tier 2,Supermarket Type1,2936.178
FDJ04,18,Low Fat,0.124428516,Frozen Foods,119.9124,OUT035,2004,Small,Tier 2,Supermarket Type1,948.0992
FDS16,15.15,Regular,0.066446521,Frozen Foods,147.976,OUT018,2009,Medium,Tier 3,Supermarket Type2,732.38
FDZ04,9.31,Low Fat,0.038032068,Frozen Foods,61.351,OUT045,2002,NA,Tier 2,Supermarket Type1,822.263
FDC29,8.39,reg,0.024185517,Frozen Foods,115.7176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112
FDO16,5.48,Low Fat,0.015138834,Frozen Foods,81.925,OUT045,2002,NA,Tier 2,Supermarket Type1,3079.325
FDJ16,9.195,Low Fat,0.115535487,Frozen Foods,59.5246,OUT017,2007,NA,Tier 2,Supermarket Type1,810.9444
FDF04,17.5,LF,0.013692598,Frozen Foods,259.7304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3616.6256
FDM28,15.7,Low Fat,0.045274134,Frozen Foods,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
FDW16,NA,Regular,0.041273391,Frozen Foods,91.6804,OUT027,1985,Medium,Tier 3,Supermarket Type3,3858.9768
FDI04,13.65,Regular,0.072912432,Frozen Foods,198.4426,OUT046,1997,Small,Tier 1,Supermarket Type1,5536.7928
FDG16,15.25,Low Fat,0.089998959,Frozen Foods,215.1192,OUT045,2002,NA,Tier 2,Supermarket Type1,2157.192
FDW04,8.985,reg,0.057944376,Frozen Foods,131.531,OUT045,2002,NA,Tier 2,Supermarket Type1,1428.141
FDE41,9.195,Regular,0.064113698,Frozen Foods,86.5566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1183.7924
FDV16,7.75,reg,0.083268523,Frozen Foods,32.9558,OUT018,2009,Medium,Tier 3,Supermarket Type2,101.8674
FDF29,15.1,Regular,0.019930418,Frozen Foods,131.531,OUT035,2004,Small,Tier 2,Supermarket Type1,2856.282
FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,1997,Small,Tier 1,Supermarket Type1,950.7624
FDK16,9.065,Low Fat,0.115563679,Frozen Foods,96.0094,OUT045,2002,NA,Tier 2,Supermarket Type1,1713.7692
FDH04,6.115,Regular,0.011419301,Frozen Foods,91.0488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
FDK40,7.035,LF,0.021883368,Frozen Foods,263.791,OUT049,1999,Medium,Tier 1,Supermarket Type1,4996.829
FDH53,20.5,Regular,0.019277945,Frozen Foods,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7432
FDJ41,6.85,Low Fat,0.03830192,Frozen Foods,261.2594,OUT010,1998,NA,Tier 3,Grocery Store,1046.6376
FDW28,NA,Low Fat,0.088394115,Frozen Foods,194.7452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5872.356
FDZ40,8.935,Low Fat,0.040245222,Frozen Foods,54.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1348.245
FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288
FDT16,9.895,Regular,0.048860587,Frozen Foods,260.2278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448
FDG04,13.1,Low Fat,0.006061565,Frozen Foods,188.9898,OUT035,2004,Small,Tier 2,Supermarket Type1,4303.0654
FDI28,NA,Low Fat,0.026194237,Frozen Foods,79.0302,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,1998,NA,Tier 3,Grocery Store,98.5384
FDI28,14.3,Low Fat,0.026299797,Frozen Foods,79.4302,OUT013,1987,High,Tier 3,Supermarket Type1,1743.0644
FDT40,NA,Low Fat,0.095331433,Frozen Foods,125.5678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356
FDR28,13.85,Regular,0.025936747,Frozen Foods,164.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.936
FDO52,11.6,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Medium,Tier 1,Supermarket Type1,4277.765
FDQ16,19.7,LF,0.041823046,Frozen Foods,108.0912,OUT045,2002,NA,Tier 2,Supermarket Type1,1965.4416
FDU28,NA,Regular,0.093463546,Frozen Foods,189.1214,OUT027,1985,Medium,Tier 3,Supermarket Type3,2261.0568
FDD28,10.695,Low Fat,0.053296868,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.4464
FDD53,16.2,Low Fat,0.044472637,Frozen Foods,43.3454,OUT017,2007,NA,Tier 2,Supermarket Type1,922.7988
FDS40,NA,Low Fat,0.024546148,Frozen Foods,34.619,OUT019,1985,Small,Tier 1,Grocery Store,36.619
FDI53,8.895,Regular,0.137618927,Frozen Foods,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596
FDF28,15.7,Regular,0.037864721,Frozen Foods,124.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,1120.5414
FDN28,5.88,Regular,0.030294931,Frozen Foods,104.099,OUT049,1999,Medium,Tier 1,Supermarket Type1,412.796
FDB05,5.155,Low Fat,0.083327693,Frozen Foods,247.2776,OUT049,1999,Medium,Tier 1,Supermarket Type1,5944.2624
FDX28,6.325,Low Fat,0.125688044,Frozen Foods,100.9042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.2882
FDY40,15.5,Regular,0.085834992,Frozen Foods,49.6692,OUT046,1997,Small,Tier 1,Supermarket Type1,788.3072
FDK28,5.695,Low Fat,0.065589906,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,5410.9566
FDR16,5.845,Regular,0.105181277,Frozen Foods,214.4218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343.045
FDZ52,19.2,Low Fat,0.100074524,Frozen Foods,110.2886,OUT046,1997,Small,Tier 1,Supermarket Type1,778.3202
FDG04,13.1,Low Fat,0.006075007,Frozen Foods,187.5898,OUT045,2002,NA,Tier 2,Supermarket Type1,2432.1674
FDR04,7.075,Low Fat,0.022612742,Frozen Foods,97.0068,OUT045,2002,NA,Tier 2,Supermarket Type1,1944.136
FDF52,9.3,LF,0.066770664,Frozen Foods,180.5292,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504
FDH17,16.2,Regular,0.016639482,Frozen Foods,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,1076.5986
FDW16,17.35,Regular,0.041474232,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1,826.9236
FDG05,11,Regular,0.087847141,Frozen Foods,156.863,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.797
FDC17,NA,Low Fat,0.015385857,Frozen Foods,208.9928,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.0688
FDV04,7.825,Regular,0.149986868,Frozen Foods,158.8288,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592
FDH53,20.5,Regular,0.019183756,Frozen Foods,83.7592,OUT013,1987,High,Tier 3,Supermarket Type1,1403.5064
FDH16,10.5,Low Fat,0.052511611,Frozen Foods,90.783,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362
FDU40,20.85,Low Fat,0.037403973,Frozen Foods,192.5478,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.217
FDF04,NA,Low Fat,0.023876708,Frozen Foods,258.6304,OUT019,1985,Small,Tier 1,Grocery Store,516.6608
FDX16,17.85,Low Fat,0.065797601,Frozen Foods,147.805,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.465
FDX04,19.6,Regular,0.041563696,Frozen Foods,47.6376,OUT035,2004,Small,Tier 2,Supermarket Type1,335.5632
FDP40,4.555,Regular,0.034328578,Frozen Foods,110.1544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
FDV52,20.7,Regular,0.121709653,Frozen Foods,119.7466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.3922
FDH17,16.2,Regular,0.016650191,Frozen Foods,97.4726,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.4712
FDG53,10,Low Fat,0.046116319,Frozen Foods,141.818,OUT017,2007,NA,Tier 2,Supermarket Type1,838.908
FDF29,15.1,Regular,0.019917598,Frozen Foods,129.431,OUT013,1987,High,Tier 3,Supermarket Type1,3505.437
FDH16,10.5,Low Fat,0.052555346,Frozen Foods,89.683,OUT046,1997,Small,Tier 1,Supermarket Type1,988.713
FDG53,10,Low Fat,0.076755106,Frozen Foods,141.618,OUT010,1998,NA,Tier 3,Grocery Store,139.818
FDA28,16.1,Regular,0.080010553,Frozen Foods,124.2362,OUT010,1998,NA,Tier 3,Grocery Store,377.5086
FDL40,NA,Low Fat,0.011556919,Frozen Foods,94.741,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.197
FDD17,7.5,Low Fat,0.032599801,Frozen Foods,238.1906,OUT013,1987,High,Tier 3,Supermarket Type1,3327.6684
FDD17,7.5,Low Fat,0.03269312,Frozen Foods,238.7906,OUT045,2002,NA,Tier 2,Supermarket Type1,4040.7402
FDO16,5.48,Low Fat,0.015169739,Frozen Foods,82.225,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.075
FDH04,NA,Regular,0.019912606,Frozen Foods,91.0488,OUT019,1985,Small,Tier 1,Grocery Store,271.6464
FDM04,9.195,Regular,0.04719387,Frozen Foods,52.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982
FDQ52,17,Low Fat,0.119871307,Frozen Foods,248.3434,OUT018,2009,Medium,Tier 3,Supermarket Type2,6208.585
FDR16,5.845,Regular,0.104998144,Frozen Foods,213.2218,OUT035,2004,Small,Tier 2,Supermarket Type1,7266.5412
FDH16,NA,Low Fat,0.052300844,Frozen Foods,88.283,OUT027,1985,Medium,Tier 3,Supermarket Type3,2157.192
FDI28,14.3,Low Fat,0.026362624,Frozen Foods,78.3302,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.6832
FDR52,12.65,Regular,0.075981306,Frozen Foods,192.3846,OUT013,1987,High,Tier 3,Supermarket Type1,1910.846
FDF52,NA,Low Fat,0.116928924,Frozen Foods,183.3292,OUT019,1985,Small,Tier 1,Grocery Store,364.8584
FDV04,NA,Regular,0.149288779,Frozen Foods,158.4288,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.4472
FDA52,16.2,reg,0.128621941,Frozen Foods,175.537,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
FDF04,17.5,Low Fat,0.013637046,Frozen Foods,258.5304,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.9296
FDB53,NA,Low Fat,0.138777108,Frozen Foods,147.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.872
FDX16,17.85,Low Fat,0.110152524,Frozen Foods,150.205,OUT010,1998,NA,Tier 3,Grocery Store,149.805
FDI04,NA,Regular,0.072559351,Frozen Foods,199.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.1094
FDI40,11.5,Regular,0.125602951,Frozen Foods,100.8358,OUT046,1997,Small,Tier 1,Supermarket Type1,2111.2518
FDR04,NA,Low Fat,0.022457694,Frozen Foods,98.6068,OUT027,1985,Medium,Tier 3,Supermarket Type3,2430.17
FDJ41,6.85,Low Fat,0.023012718,Frozen Foods,262.0594,OUT017,2007,NA,Tier 2,Supermarket Type1,1569.9564
FDS28,8.18,Regular,0.082386011,Frozen Foods,56.6588,OUT035,2004,Small,Tier 2,Supermarket Type1,687.1056
FDO28,5.765,Low Fat,0.072410764,Frozen Foods,122.5098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1084.5882
FDG16,15.25,Low Fat,0.090324849,Frozen Foods,214.4192,OUT017,2007,NA,Tier 2,Supermarket Type1,4961.5416
FDJ52,7.145,Low Fat,0.017783501,Frozen Foods,159.4578,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156
FDJ53,10.5,Low Fat,0.071660976,Frozen Foods,119.7098,OUT017,2007,NA,Tier 2,Supermarket Type1,2410.196
FDG40,13.65,Low Fat,0.066657791,Frozen Foods,32.6558,OUT010,1998,NA,Tier 3,Grocery Store,67.9116
FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,3881.614
FDA28,16.1,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.7412
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,NA,Tier 2,Supermarket Type1,1215.7508
FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,3430.2016
FDD28,NA,Low Fat,0.053038775,Frozen Foods,59.5904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1640.5312
FDH28,15.85,Regular,0.110254143,Frozen Foods,37.3506,OUT045,2002,NA,Tier 2,Supermarket Type1,341.5554
FDH41,NA,Low Fat,0.081614376,Frozen Foods,214.7534,OUT027,1985,Medium,Tier 3,Supermarket Type3,5806.4418
FDP16,18.6,Low Fat,0.039454924,Frozen Foods,244.0802,OUT018,2009,Medium,Tier 3,Supermarket Type2,3193.8426
FDC41,15.6,Low Fat,0.116815953,Frozen Foods,75.567,OUT013,1987,High,Tier 3,Supermarket Type1,1684.474
FDF04,17.5,Low Fat,0.013714183,Frozen Foods,259.2304,OUT017,2007,NA,Tier 2,Supermarket Type1,2841.6344
FDO52,11.6,Regular,0.077100381,Frozen Foods,172.4106,OUT013,1987,High,Tier 3,Supermarket Type1,1539.9954
FDG40,13.65,Low Fat,0.039824346,Frozen Foods,32.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,645.1602
FDG52,13.65,Low Fat,0.065618434,Frozen Foods,47.6402,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402
FDJ40,13.6,Regular,0.049547993,Frozen Foods,108.6912,OUT013,1987,High,Tier 3,Supermarket Type1,2402.2064
FDD41,6.765,Regular,0.08739577,Frozen Foods,105.3306,OUT049,1999,Medium,Tier 1,Supermarket Type1,836.2448
FDU28,19.2,Regular,0.09391835,Frozen Foods,189.8214,OUT046,1997,Small,Tier 1,Supermarket Type1,942.107
FDE04,19.75,Regular,0.018019662,Frozen Foods,181.566,OUT035,2004,Small,Tier 2,Supermarket Type1,2876.256
FDO28,NA,Low Fat,0.071948252,Frozen Foods,121.6098,OUT027,1985,Medium,Tier 3,Supermarket Type3,482.0392
FDT04,17.25,Low Fat,0.107258822,Frozen Foods,40.1822,OUT045,2002,NA,Tier 2,Supermarket Type1,510.6686
FDC28,7.905,Low Fat,0.054986919,Frozen Foods,108.6254,OUT046,1997,Small,Tier 1,Supermarket Type1,1844.9318
FDB17,13.15,Low Fat,0.036672107,Frozen Foods,182.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,4165.2448
FDC05,13.1,Regular,0.099343352,Frozen Foods,198.1768,OUT017,2007,NA,Tier 2,Supermarket Type1,1970.768
FDZ28,20,Regular,0.051702257,Frozen Foods,125.8678,OUT018,2009,Medium,Tier 3,Supermarket Type2,763.0068
FDN28,5.88,Regular,0.030242184,Frozen Foods,101.799,OUT035,2004,Small,Tier 2,Supermarket Type1,515.995
FDF05,17.5,Low Fat,0.026980351,Frozen Foods,262.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,4207.856
FDF53,20.75,reg,0.083606565,Frozen Foods,178.8318,OUT046,1997,Small,Tier 1,Supermarket Type1,3608.636
